Stop,Departure Location,Destination Location,Price (RM),Departure Month,Departure Day,Departure Hour,Departure Minute
1,AOR,BKI,209.0,10,24,14,45
1,AOR,BKI,446.1,10,24,14,45
0,AOR,JHB,304.3,10,24,11,20
1,BKI,AOR,496.1,10,24,9,10
1,BKI,AOR,456.11,10,24,17,45
0,BKI,JHB,374.3,10,24,10,45
0,BKI,KCH,444.3,10,24,15,45
0,BKI,KUL,324.3,10,24,9,10
0,BKI,KUL,324.3,10,24,11,40
0,BKI,KUL,324.3,10,24,17,45
1,BKI,LGK,516.09,10,24,9,10
1,BKI,LGK,536.1,10,24,9,10
1,BKI,LGK,516.09,10,24,9,10
1,BKI,LGK,516.09,10,24,9,10
1,BKI,LGK,556.1,10,24,9,10
1,BKI,LGK,516.09,10,24,11,40
1,BKI,LGK,516.09,10,24,11,40
1,BKI,LGK,516.09,10,24,11,40
1,BKI,LGK,536.1,10,24,17,45
1,BKI,LGK,536.1,10,24,17,45
0,BKI,MYY,314.3,10,24,8,5
0,BKI,PEN,284.3,10,24,17,30
0,BKI,SDK,104.0,10,24,10,0
0,BKI,SDK,164.0,10,24,12,25
0,BKI,SDK,194.0,10,24,13,20
0,BKI,TWU,174.0,10,24,7,25
0,BKI,TWU,214.0,10,24,10,45
0,BKI,TWU,264.0,10,24,14,50
0,BTU,KCH,424.0,10,24,12,30
0,BTU,KCH,304.0,10,24,18,55
0,IPH,LGK,314.3,10,24,12,50
0,JHB,AOR,224.3,10,24,9,30
0,JHB,BKI,324.3,10,24,8,0
0,JHB,KUL,134.3,10,24,8,25
1,JHB,LBU,506.1,10,24,8,25
0,JHB,LGK,394.3,10,24,13,25
0,JHB,PEN,224.3,10,24,13,45
1,JHB,SDK,564.92,10,24,8,0
1,JHB,SDK,596.72,10,24,8,0
1,JHB,TGG,195.99,10,24,8,25
1,JHB,TGG,195.99,10,24,8,25
0,KBR,KUL,224.3,10,24,11,35
0,KBR,KUL,224.3,10,24,13,40
0,KBR,KUL,224.3,10,24,17,45
0,KBR,KUL,224.3,10,24,18,25
0,KBR,KUL,184.3,10,24,19,40
1,KBR,LBU,556.1,10,24,17,45
1,KBR,LBU,556.1,10,24,18,25
1,KBR,LBU,516.1,10,24,19,40
1,KBR,SDK,636.1,10,24,18,25
1,KBR,SDK,596.1,10,24,19,40
1,KBR,TGG,426.1,10,24,11,35
1,KBR,TGG,466.09,10,24,17,45
1,KBR,TGG,466.09,10,24,18,25
1,KBR,TGG,426.1,10,24,19,40
1,KBR,TWU,239.0,10,24,17,45
1,KBR,TWU,239.0,10,24,18,25
1,KBR,TWU,239.0,10,24,19,40
1,KCH,AOR,1086.11,10,24,9,10
0,KCH,BKI,394.3,10,24,13,50
0,KCH,BTU,304.0,10,24,11,10
0,KCH,BTU,304.0,10,24,17,35
0,KCH,KUL,914.3,10,24,9,10
0,KCH,KUL,914.3,10,24,17,0
0,KCH,MYY,114.0,10,24,8,15
0,KCH,MYY,144.0,10,24,11,45
0,KCH,MYY,364.0,10,24,13,45
0,KCH,MYY,144.0,10,24,20,10
0,KCH,SBW,164.0,10,24,9,35
0,KCH,SBW,164.0,10,24,14,40
0,KCH,SBW,164.0,10,24,16,55
0,KCH,SBW,164.0,10,24,19,5
1,KCH,TGG,1096.1,10,24,9,10
1,KCH,TGG,1116.11,10,24,9,10
1,KCH,TGG,1156.1,10,24,17,0
0,KUL,AOR,104.3,10,24,13,15
0,KUL,BKI,144.3,10,24,6,0
0,KUL,BKI,284.3,10,24,14,40
0,KUL,BKI,164.3,10,24,20,45
0,KUL,JHB,114.3,10,24,9,40
0,KUL,KBR,104.3,10,24,10,5
0,KUL,KBR,104.3,10,24,12,10
0,KUL,KBR,104.3,10,24,16,15
0,KUL,KBR,104.3,10,24,16,55
0,KUL,KBR,104.3,10,24,18,10
0,KUL,KCH,1304.3,10,24,11,25
0,KUL,TGG,114.3,10,24,9,20
0,KUL,TGG,114.3,10,24,14,0
0,KUL,TGG,134.3,10,24,15,15
0,KUL,TWU,154.31,10,24,7,20
0,KUL,TWU,244.3,10,24,13,15
1,LBU,JHB,446.1,10,24,14,30
1,LBU,KBR,456.1,10,24,14,30
1,LBU,KBR,456.1,10,24,14,30
0,LBU,KUL,264.3,10,24,14,30
1,LBU,LGK,476.1,10,24,14,30
1,LBU,LGK,456.1,10,24,14,30
1,LBU,LGK,476.1,10,24,14,30
1,LBU,LGK,476.1,10,24,14,30
1,LBU,LGK,606.1,10,24,14,30
1,LBU,PEN,219.0,10,24,14,30
1,LBU,PEN,219.0,10,24,14,30
1,LBU,PEN,219.0,10,24,14,30
1,LGK,BKI,586.11,10,24,8,40
1,LGK,BKI,506.1,10,24,12,5
1,LGK,BKI,616.1,10,24,12,35
1,LGK,BKI,886.1,10,24,14,10
1,LGK,BKI,716.11,10,24,15,30
1,LGK,BKI,506.1,10,24,16,35
1,LGK,BKI,696.1,10,24,19,0
1,LGK,BKI,696.1,10,24,20,5
0,LGK,IPH,364.3,10,24,11,35
0,LGK,JHB,334.3,10,24,15,10
0,LGK,KUL,234.3,10,24,8,40
0,LGK,KUL,274.3,10,24,12,5
0,LGK,KUL,384.3,10,24,12,35
0,LGK,KUL,574.3,10,24,14,10
0,LGK,KUL,484.3,10,24,15,30
0,LGK,KUL,274.3,10,24,16,35
0,LGK,KUL,384.3,10,24,19,0
0,LGK,KUL,384.3,10,24,20,5
1,LGK,LBU,606.1,10,24,8,40
1,LGK,LBU,906.1,10,24,14,10
1,LGK,LBU,606.1,10,24,16,35
1,LGK,LBU,716.11,10,24,19,0
1,LGK,LBU,716.11,10,24,20,5
0,LGK,PEN,164.3,10,24,10,5
0,LGK,PEN,184.3,10,24,17,55
1,LGK,SDK,596.1,10,24,8,40
1,LGK,SDK,986.1,10,24,14,10
1,LGK,SDK,796.1,10,24,19,0
1,LGK,SDK,796.1,10,24,20,5
1,LGK,TGG,436.11,10,24,8,40
1,LGK,TGG,416.1,10,24,8,40
1,LGK,TGG,476.1,10,24,12,5
1,LGK,TGG,756.1,10,24,14,10
1,LGK,TGG,816.09,10,24,14,10
1,LGK,TGG,626.1,10,24,19,0
1,LGK,TGG,626.1,10,24,20,5
1,LGK,TWU,546.1,10,24,8,40
1,LGK,TWU,886.1,10,24,14,10
1,LGK,TWU,696.1,10,24,19,0
1,LGK,TWU,696.1,10,24,20,5
1,MYY,AOR,179.0,10,24,18,25
0,MYY,BKI,374.3,10,24,9,25
1,MYY,KBR,179.0,10,24,18,25
1,MYY,KBR,179.0,10,24,18,25
1,MYY,KBR,179.0,10,24,18,25
0,MYY,KCH,114.0,10,24,9,45
0,MYY,KCH,144.0,10,24,13,15
0,MYY,KCH,144.0,10,24,15,15
0,MYY,KCH,114.0,10,24,21,40
0,MYY,KUL,574.3,10,24,18,25
1,MYY,LGK,786.1,10,24,18,25
1,MYY,LGK,836.1,10,24,18,25
1,MYY,LGK,766.09,10,24,18,25
1,MYY,LGK,916.1,10,24,18,25
1,MYY,LGK,786.1,10,24,18,25
1,MYY,LGK,786.1,10,24,18,25
1,MYY,PEN,169.0,10,24,18,25
1,MYY,PEN,169.0,10,24,18,25
1,MYY,PEN,169.0,10,24,18,25
1,MYY,SDK,610.79,10,24,9,25
1,MYY,SDK,580.79,10,24,9,25
1,MYY,TGG,816.09,10,24,18,25
1,MYY,TWU,680.79,10,24,9,25
0,PEN,BKI,324.3,10,24,20,35
0,PEN,JHB,264.3,10,24,15,20
0,PEN,KUL,84.3,10,24,8,40
0,PEN,KUL,104.3,10,24,11,35
0,PEN,KUL,104.3,10,24,12,35
0,PEN,KUL,184.3,10,24,21,25
1,PEN,LBU,456.1,10,24,8,40
1,PEN,LBU,516.1,10,24,21,25
0,PEN,LGK,94.3,10,24,11,20
0,PEN,LGK,74.3,10,24,19,0
1,PEN,SDK,446.1,10,24,8,40
1,PEN,SDK,596.1,10,24,21,25
1,PEN,TGG,266.1,10,24,8,40
1,PEN,TGG,286.11,10,24,8,40
1,PEN,TGG,306.11,10,24,11,35
1,PEN,TGG,306.11,10,24,12,35
1,PEN,TGG,366.1,10,24,21,25
1,PEN,TGG,426.1,10,24,21,25
1,PEN,TWU,396.1,10,24,8,40
1,PEN,TWU,496.1,10,24,21,25
1,SDK,AOR,516.1,10,24,16,35
0,SDK,BKI,134.0,10,24,11,10
0,SDK,BKI,164.0,10,24,13,35
0,SDK,BKI,164.0,10,24,14,35
1,SDK,KBR,536.1,10,24,16,35
1,SDK,KBR,536.1,10,24,16,35
1,SDK,KBR,536.1,10,24,16,35
1,SDK,KCH,616.83,10,24,11,10
0,SDK,KUL,344.3,10,24,16,35
1,SDK,LGK,736.1,10,24,16,35
1,SDK,LGK,556.1,10,24,16,35
1,SDK,LGK,556.1,10,24,16,35
1,SDK,LGK,556.1,10,24,16,35
1,SDK,PEN,516.1,10,24,16,35
1,SDK,PEN,516.1,10,24,16,35
1,SDK,PEN,516.1,10,24,16,35
1,SDK,TGG,586.1,10,24,16,35
1,SDK,TWU,461.0,10,24,11,10
0,SBW,KCH,204.0,10,24,10,40
0,SBW,KCH,164.0,10,24,15,50
0,SBW,KCH,164.0,10,24,18,0
0,SBW,KCH,134.0,10,24,20,10
1,TGG,AOR,306.11,10,24,10,40
1,TGG,JHB,306.0,10,24,15,25
1,TGG,JHB,306.0,10,24,16,40
1,TGG,KBR,306.11,10,24,10,40
1,TGG,KBR,306.11,10,24,10,40
1,TGG,KBR,306.11,10,24,10,40
1,TGG,KBR,406.1,10,24,15,25
1,TGG,KBR,386.11,10,24,15,25
1,TGG,KBR,406.1,10,24,16,40
1,TGG,KBR,406.1,10,24,16,40
0,TGG,KUL,134.3,10,24,10,40
0,TGG,KUL,214.3,10,24,15,25
0,TGG,KUL,214.3,10,24,16,40
1,TGG,LBU,546.1,10,24,16,40
1,TGG,LGK,346.1,10,24,10,40
1,TGG,LGK,306.1,10,24,10,40
1,TGG,LGK,306.1,10,24,10,40
1,TGG,LGK,306.1,10,24,10,40
1,TGG,LGK,326.1,10,24,10,40
1,TGG,LGK,366.1,10,24,15,25
1,TGG,LGK,346.1,10,24,15,25
1,TGG,LGK,426.1,10,24,16,40
1,TGG,LGK,426.1,10,24,16,40
1,TGG,LGK,426.1,10,24,16,40
1,TGG,PEN,336.11,10,24,10,40
1,TGG,PEN,386.11,10,24,15,25
1,TGG,PEN,416.1,10,24,15,25
1,TGG,PEN,386.11,10,24,15,25
1,TGG,PEN,386.11,10,24,16,40
1,TGG,PEN,416.1,10,24,16,40
1,TGG,PEN,386.11,10,24,16,40
1,TGG,PEN,386.11,10,24,16,40
1,TGG,SDK,496.1,10,24,10,40
1,TWU,AOR,496.1,10,24,16,40
0,TWU,BKI,214.0,10,24,8,45
0,TWU,BKI,264.0,10,24,12,0
0,TWU,BKI,264.0,10,24,16,10
1,TWU,KBR,416.1,10,24,10,40
1,TWU,KBR,416.1,10,24,10,40
1,TWU,KBR,416.1,10,24,10,40
1,TWU,KBR,516.09,10,24,16,40
1,TWU,KBR,516.09,10,24,16,40
1,TWU,KBR,516.09,10,24,16,40
1,TWU,KCH,724.66,10,24,8,45
1,TWU,KCH,724.66,10,24,12,0
0,TWU,KUL,244.3,10,24,10,40
0,TWU,KUL,324.3,10,24,16,40
1,TWU,LGK,456.1,10,24,10,40
1,TWU,LGK,436.1,10,24,10,40
1,TWU,LGK,436.1,10,24,10,40
1,TWU,LGK,436.1,10,24,10,40
1,TWU,LGK,716.09,10,24,16,40
1,TWU,LGK,536.1,10,24,16,40
1,TWU,LGK,536.1,10,24,16,40
1,TWU,LGK,536.1,10,24,16,40
1,TWU,PEN,416.1,10,24,10,40
1,TWU,PEN,446.1,10,24,10,40
1,TWU,PEN,496.1,10,24,16,40
1,TWU,PEN,496.1,10,24,16,40
1,TWU,PEN,496.1,10,24,16,40
1,TWU,SDK,471.0,10,24,8,45
1,TWU,SDK,441.0,10,24,8,45
1,AOR,BKI,209.0,10,25,14,45
1,AOR,BKI,209.0,10,25,14,45
0,AOR,KUL,97.62,10,25,14,45
1,BKI,AOR,209.0,10,25,9,10
1,BKI,AOR,209.0,10,25,11,40
1,BKI,AOR,209.0,10,25,21,15
1,BKI,AOR,209.0,10,25,21,15
0,BKI,KUL,230.6,10,25,9,10
0,BKI,KUL,230.6,10,25,11,40
0,BKI,KUL,174.61,10,25,21,15
1,BKI,LGK,516.09,10,25,9,10
1,BKI,LGK,229.0,10,25,9,10
1,BKI,LGK,229.0,10,25,9,10
1,BKI,LGK,229.0,10,25,9,10
1,BKI,LGK,586.1,10,25,9,10
1,BKI,LGK,229.0,10,25,11,40
1,BKI,LGK,229.0,10,25,11,40
1,BKI,LGK,229.0,10,25,11,40
1,BKI,LGK,229.0,10,25,21,15
1,BKI,LGK,229.0,10,25,21,15
0,BKI,SDK,97.4,10,25,10,0
0,BKI,SDK,97.4,10,25,12,25
0,BKI,SDK,97.4,10,25,15,20
0,BKI,TWU,125.4,10,25,8,25
0,BKI,TWU,153.4,10,25,12,40
0,BKI,TWU,125.4,10,25,14,50
1,BTU,AOR,1056.1,10,25,16,55
1,BTU,KBR,1076.09,10,25,16,55
1,BTU,KBR,1076.09,10,25,16,55
0,BTU,KCH,258.4,10,25,12,30
0,BTU,KCH,118.4,10,25,18,55
0,BTU,KUL,622.6,10,25,16,55
1,BTU,LGK,1076.09,10,25,16,55
1,BTU,LGK,1096.09,10,25,16,55
1,BTU,LGK,1116.1,10,25,16,55
1,BTU,LGK,1146.09,10,25,16,55
1,BTU,LGK,1116.1,10,25,16,55
1,BTU,PEN,1056.1,10,25,16,55
1,BTU,PEN,1056.1,10,25,16,55
1,BTU,TGG,1106.1,10,25,16,55
0,JHB,KUL,97.62,10,25,8,25
1,JHB,LBU,466.1,10,25,8,25
0,JHB,LGK,195.61,10,25,13,25
0,JHB,PEN,223.61,10,25,13,45
0,JHB,SBW,538.61,10,25,8,50
1,JHB,TGG,195.99,10,25,8,25
1,JHB,TGG,262.0,10,25,8,25
0,KBR,KUL,104.61,10,25,9,30
0,KBR,KUL,90.61,10,25,11,35
0,KBR,KUL,90.61,10,25,13,40
0,KBR,KUL,90.61,10,25,16,45
0,KBR,KUL,90.61,10,25,17,45
0,KBR,KUL,118.61,10,25,19,40
1,KBR,LBU,396.1,10,25,16,45
1,KBR,LBU,396.1,10,25,17,45
1,KBR,LBU,436.11,10,25,19,40
1,KBR,SDK,556.1,10,25,9,30
1,KBR,TGG,326.1,10,25,9,30
1,KBR,TGG,386.1,10,25,9,30
1,KBR,TGG,306.1,10,25,11,35
1,KBR,TGG,346.1,10,25,17,45
1,KBR,TGG,386.11,10,25,19,40
1,KBR,TWU,239.0,10,25,9,30
1,KBR,TWU,239.0,10,25,17,45
1,KBR,TWU,239.0,10,25,19,40
0,KCH,BTU,188.4,10,25,11,10
0,KCH,BTU,139.4,10,25,17,35
0,KCH,MYY,104.4,10,25,8,15
0,KCH,MYY,104.4,10,25,11,45
0,KCH,MYY,104.4,10,25,13,45
0,KCH,MYY,83.4,10,25,20,10
0,KCH,SBW,146.4,10,25,9,35
0,KCH,SBW,118.4,10,25,14,40
0,KCH,SBW,97.4,10,25,16,55
0,KCH,SBW,97.4,10,25,19,5
0,KUL,AOR,76.62,10,25,13,15
0,KUL,BKI,139.61,10,25,6,0
0,KUL,BKI,174.61,10,25,14,40
0,KUL,BKI,139.61,10,25,18,10
0,KUL,JHB,83.61,10,25,9,40
0,KUL,KBR,90.61,10,25,8,0
0,KUL,KBR,90.61,10,25,10,5
0,KUL,KBR,90.61,10,25,12,10
0,KUL,KBR,48.61,10,25,15,15
0,KUL,KBR,48.61,10,25,16,15
0,KUL,KBR,48.61,10,25,18,10
0,KUL,LBU,188.61,10,25,11,35
0,KUL,LGK,104.61,10,25,7,0
0,KUL,LGK,104.61,10,25,7,55
0,KUL,LGK,104.61,10,25,8,25
0,KUL,LGK,230.6,10,25,10,25
0,KUL,LGK,139.61,10,25,13,50
0,KUL,LGK,90.61,10,25,14,20
0,KUL,LGK,118.61,10,25,16,25
0,KUL,LGK,90.61,10,25,17,20
0,KUL,LGK,90.61,10,25,17,50
0,KUL,PEN,48.61,10,25,7,15
0,KUL,PEN,48.61,10,25,10,5
0,KUL,PEN,41.62,10,25,11,10
0,KUL,PEN,76.62,10,25,19,55
0,KUL,SDK,244.61,10,25,13,15
0,KUL,TGG,125.61,10,25,12,35
0,KUL,TGG,83.61,10,25,16,10
0,KUL,TWU,125.61,10,25,12,30
1,LBU,AOR,436.11,10,25,14,30
1,LBU,JHB,446.1,10,25,14,30
1,LBU,KBR,456.1,10,25,14,30
0,LBU,KUL,188.61,10,25,14,30
1,LBU,LGK,456.1,10,25,14,30
1,LBU,LGK,476.1,10,25,14,30
1,LBU,LGK,496.1,10,25,14,30
1,LBU,LGK,496.1,10,25,14,30
1,LBU,PEN,219.0,10,25,14,30
1,LBU,PEN,219.0,10,25,14,30
1,LBU,PEN,219.0,10,25,14,30
1,LGK,BKI,229.0,10,25,8,40
1,LGK,BKI,229.0,10,25,8,40
1,LGK,BKI,229.0,10,25,9,30
1,LGK,BKI,229.0,10,25,9,30
1,LGK,BKI,229.0,10,25,12,5
1,LGK,BKI,506.1,10,25,12,30
1,LGK,BKI,506.1,10,25,19,0
1,LGK,BKI,506.1,10,25,19,35
1,LGK,BKI,586.1,10,25,20,20
0,LGK,KUL,104.61,10,25,8,40
0,LGK,KUL,104.61,10,25,9,30
0,LGK,KUL,118.61,10,25,12,5
0,LGK,KUL,139.61,10,25,12,30
0,LGK,KUL,195.61,10,25,15,30
0,LGK,KUL,139.61,10,25,19,0
0,LGK,KUL,139.61,10,25,19,35
0,LGK,KUL,195.61,10,25,20,20
1,LGK,LBU,476.1,10,25,8,40
1,LGK,LBU,466.1,10,25,19,0
1,LGK,LBU,466.1,10,25,19,35
1,LGK,LBU,546.1,10,25,20,20
0,LGK,PEN,90.61,10,25,10,5
0,LGK,PEN,139.61,10,25,18,0
1,LGK,SDK,536.1,10,25,8,40
1,LGK,SDK,536.1,10,25,9,30
1,LGK,TGG,326.1,10,25,8,40
1,LGK,TGG,386.1,10,25,8,40
1,LGK,TGG,326.1,10,25,9,30
1,LGK,TGG,386.1,10,25,9,30
1,LGK,TGG,346.1,10,25,12,5
1,LGK,TGG,376.1,10,25,12,30
1,LGK,TGG,416.1,10,25,19,0
1,LGK,TGG,416.1,10,25,19,35
1,LGK,TGG,496.1,10,25,20,20
1,LGK,TGG,456.1,10,25,20,20
1,LGK,TWU,456.1,10,25,8,40
1,LGK,TWU,456.1,10,25,9,30
1,LGK,TWU,506.1,10,25,19,0
1,LGK,TWU,506.1,10,25,19,35
1,LGK,TWU,586.1,10,25,20,20
1,MYY,AOR,1276.1,10,25,13,55
1,MYY,KBR,1296.09,10,25,13,55
1,MYY,KBR,1296.09,10,25,13,55
0,MYY,KCH,83.4,10,25,9,45
0,MYY,KCH,83.4,10,25,13,15
0,MYY,KCH,83.4,10,25,15,15
0,MYY,KCH,83.4,10,25,21,40
0,MYY,KUL,776.61,10,25,13,55
1,MYY,PEN,1276.1,10,25,13,55
1,MYY,PEN,1276.1,10,25,13,55
1,MYY,PEN,1276.1,10,25,13,55
0,PEN,JHB,160.61,10,25,15,20
0,PEN,KUL,76.62,10,25,8,40
0,PEN,KUL,48.61,10,25,11,35
0,PEN,KUL,41.62,10,25,12,35
0,PEN,KUL,76.62,10,25,21,25
1,PEN,LBU,219.0,10,25,8,40
1,PEN,LBU,219.0,10,25,21,25
0,PEN,LGK,139.61,10,25,11,20
0,PEN,LGK,90.61,10,25,19,5
1,PEN,SDK,516.1,10,25,8,40
1,PEN,TGG,286.11,10,25,8,40
1,PEN,TGG,346.1,10,25,8,40
1,PEN,TGG,286.11,10,25,11,35
1,PEN,TGG,286.11,10,25,12,35
1,PEN,TGG,326.11,10,25,21,25
1,PEN,TGG,286.11,10,25,21,25
1,PEN,TWU,229.0,10,25,8,40
1,PEN,TWU,229.0,10,25,21,25
1,SDK,AOR,646.1,10,25,16,35
0,SDK,BKI,97.4,10,25,11,10
0,SDK,BKI,76.4,10,25,13,35
0,SDK,BKI,76.4,10,25,16,35
1,SDK,KBR,666.09,10,25,16,35
1,SDK,KBR,666.09,10,25,16,35
1,SDK,KCH,1742.28,10,25,16,35
0,SDK,KUL,335.61,10,25,16,35
1,SDK,LGK,666.09,10,25,16,35
1,SDK,LGK,706.1,10,25,16,35
1,SDK,LGK,736.1,10,25,16,35
1,SDK,LGK,706.1,10,25,16,35
1,SDK,LGK,686.1,10,25,16,35
1,SDK,PEN,646.1,10,25,16,35
1,SDK,PEN,646.1,10,25,16,35
1,SDK,TGG,696.1,10,25,16,35
1,SDK,TWU,371.0,10,25,11,10
0,SBW,JHB,300.61,10,25,10,55
0,SBW,KCH,146.4,10,25,10,40
0,SBW,KCH,97.4,10,25,15,50
0,SBW,KCH,83.4,10,25,18,0
0,SBW,KCH,83.4,10,25,20,10
1,TGG,AOR,386.11,10,25,13,55
1,TGG,AOR,346.1,10,25,17,35
1,TGG,JHB,262.0,10,25,17,35
1,TGG,KBR,406.1,10,25,13,55
1,TGG,KBR,406.1,10,25,13,55
1,TGG,KBR,366.09,10,25,17,35
1,TGG,KBR,366.09,10,25,17,35
1,TGG,KCH,1546.1,10,25,17,35
0,TGG,KUL,153.62,10,25,13,55
0,TGG,KUL,125.61,10,25,17,35
1,TGG,LBU,446.1,10,25,17,35
1,TGG,LGK,406.1,10,25,13,55
1,TGG,LGK,406.1,10,25,13,55
1,TGG,LGK,406.1,10,25,13,55
1,TGG,LGK,426.1,10,25,13,55
1,TGG,LGK,446.1,10,25,13,55
1,TGG,LGK,436.1,10,25,17,35
1,TGG,LGK,406.1,10,25,17,35
1,TGG,LGK,386.1,10,25,17,35
1,TGG,LGK,406.1,10,25,17,35
1,TGG,LGK,366.09,10,25,17,35
1,TGG,PEN,386.11,10,25,13,55
1,TGG,PEN,386.11,10,25,13,55
1,TGG,PEN,346.1,10,25,17,35
1,TGG,PEN,346.1,10,25,17,35
1,TWU,AOR,616.1,10,25,15,50
0,TWU,BKI,216.4,10,25,9,45
0,TWU,BKI,153.4,10,25,14,0
0,TWU,BKI,153.4,10,25,16,10
1,TWU,KBR,239.0,10,25,15,50
1,TWU,KBR,239.0,10,25,15,50
0,TWU,KUL,314.61,10,25,15,50
1,TWU,LGK,656.1,10,25,15,50
1,TWU,LGK,636.1,10,25,15,50
1,TWU,LGK,676.1,10,25,15,50
1,TWU,LGK,676.1,10,25,15,50
1,TWU,LGK,706.1,10,25,15,50
1,TWU,PEN,229.0,10,25,15,50
1,TWU,PEN,229.0,10,25,15,50
1,TWU,SDK,501.0,10,25,9,45
1,TWU,SDK,501.0,10,25,9,45
1,AOR,BKI,209.0,10,26,9,30
1,AOR,BKI,209.0,10,26,9,30
1,AOR,BKI,209.0,10,26,15,30
1,AOR,BKI,209.0,10,26,15,30
0,AOR,KUL,76.62,10,26,9,30
0,AOR,KUL,76.62,10,26,15,30
1,AOR,TGG,326.11,10,26,9,30
1,AOR,TGG,306.11,10,26,9,30
1,AOR,TWU,416.1,10,26,9,30
1,BKI,AOR,209.0,10,26,17,50
0,BKI,KUL,202.61,10,26,11,40
0,BKI,KUL,202.61,10,26,17,50
1,BKI,LGK,496.1,10,26,11,40
1,BKI,LGK,496.1,10,26,11,40
1,BKI,LGK,496.1,10,26,11,40
1,BKI,LGK,496.1,10,26,11,40
1,BKI,LGK,496.1,10,26,17,50
1,BKI,LGK,496.1,10,26,17,50
1,BKI,LGK,546.1,10,26,17,50
1,BKI,LGK,546.1,10,26,17,50
1,BKI,LGK,546.1,10,26,17,50
1,BKI,LGK,496.1,10,26,17,50
0,BKI,SDK,139.4,10,26,10,0
0,BKI,SDK,195.4,10,26,15,20
0,BKI,TWU,125.4,10,26,7,25
0,BKI,TWU,125.4,10,26,12,40
0,BKI,TWU,153.4,10,26,14,50
0,BTU,KCH,118.4,10,26,8,20
0,BTU,KCH,160.4,10,26,12,30
1,BTU,PEN,994.92,10,26,8,20
0,IPH,JHB,118.61,10,26,12,5
0,JHB,IPH,104.61,10,26,10,30
0,JHB,KBR,160.61,10,26,13,25
0,JHB,KUL,83.61,10,26,8,25
1,JHB,LBU,416.1,10,26,8,25
0,JHB,PEN,188.61,10,26,13,45
1,JHB,TGG,240.0,10,26,8,25
1,JHB,TGG,195.99,10,26,8,25
0,KBR,JHB,118.61,10,26,15,5
0,KBR,KUL,90.61,10,26,11,45
0,KBR,KUL,90.61,10,26,13,40
0,KBR,KUL,90.61,10,26,16,15
0,KBR,KUL,90.61,10,26,18,30
0,KBR,KUL,104.61,10,26,19,35
0,KBR,LGK,244.61,10,26,11,25
0,KBR,PEN,97.62,10,26,9,0
1,KBR,SDK,536.1,10,26,18,30
1,KBR,SDK,556.1,10,26,19,35
1,KBR,TGG,326.1,10,26,11,45
1,KBR,TGG,326.1,10,26,18,30
1,KBR,TGG,346.1,10,26,19,35
1,KBR,TWU,239.0,10,26,18,30
1,KBR,TWU,239.0,10,26,19,35
0,KCH,BTU,118.4,10,26,7,0
0,KCH,BTU,139.4,10,26,11,10
0,KCH,MYY,76.4,10,26,8,15
0,KCH,MYY,76.4,10,26,9,50
0,KCH,MYY,83.4,10,26,13,45
0,KCH,MYY,76.4,10,26,17,35
0,KCH,PEN,531.61,10,26,12,45
0,KCH,SBW,174.4,10,26,7,40
0,KCH,SBW,146.4,10,26,16,45
0,KCH,SBW,146.4,10,26,20,5
0,KUL,AOR,62.62,10,26,7,50
0,KUL,AOR,76.62,10,26,14,0
0,KUL,BKI,230.6,10,26,14,40
0,KUL,BKI,174.61,10,26,20,50
0,KUL,JHB,48.61,10,26,9,40
0,KUL,KBR,48.61,10,26,7,35
0,KUL,KBR,90.61,10,26,12,10
0,KUL,KBR,48.61,10,26,14,45
0,KUL,KBR,48.61,10,26,17,0
0,KUL,KBR,90.61,10,26,18,5
0,KUL,LBU,167.61,10,26,11,5
0,KUL,LGK,118.61,10,26,7,0
0,KUL,LGK,104.61,10,26,7,55
0,KUL,LGK,139.61,10,26,8,25
0,KUL,LGK,139.61,10,26,10,25
0,KUL,LGK,139.61,10,26,11,55
0,KUL,LGK,118.61,10,26,13,50
0,KUL,LGK,118.61,10,26,14,40
0,KUL,LGK,104.61,10,26,16,10
0,KUL,LGK,104.61,10,26,17,20
0,KUL,PEN,48.61,10,26,7,15
0,KUL,PEN,76.62,10,26,9,30
0,KUL,PEN,76.62,10,26,19,55
0,KUL,SBW,1126.61,10,26,10,5
0,KUL,TGG,111.62,10,26,12,15
0,KUL,TGG,97.62,10,26,15,15
0,KUL,TWU,132.62,10,26,12,30
1,LBU,JHB,946.1,10,26,14,0
1,LBU,KBR,956.1,10,26,14,0
1,LBU,KBR,956.1,10,26,14,0
0,LBU,KUL,538.61,10,26,14,0
1,LBU,LGK,1026.1,10,26,14,0
1,LBU,LGK,976.1,10,26,14,0
1,LBU,LGK,976.1,10,26,14,0
1,LBU,LGK,1026.1,10,26,14,0
1,LBU,PEN,219.0,10,26,14,0
1,LBU,PEN,219.0,10,26,14,0
1,LGK,BKI,436.1,10,26,8,40
1,LGK,BKI,516.09,10,26,8,40
1,LGK,BKI,229.0,10,26,9,35
1,LGK,BKI,229.0,10,26,9,35
1,LGK,BKI,476.1,10,26,12,5
1,LGK,BKI,506.1,10,26,12,50
1,LGK,BKI,546.1,10,26,13,35
1,LGK,BKI,546.1,10,26,15,30
1,LGK,BKI,636.1,10,26,16,10
1,LGK,BKI,586.1,10,26,20,20
0,LGK,KBR,153.62,10,26,10,0
0,LGK,KUL,48.61,10,26,8,40
0,LGK,KUL,90.61,10,26,9,35
0,LGK,KUL,118.61,10,26,12,5
0,LGK,KUL,139.61,10,26,12,50
