Stop,Departure Location,Destination Location,Price (RM),Departure Month,Departure Day,Departure Hour,Departure Minute
1,KBR,TGG,306.1,11,18,19,5
1,KBR,TGG,326.1,11,18,19,40
1,KBR,TGG,306.1,11,18,19,40
1,KBR,TGG,386.11,11,18,20,20
1,KBR,TGG,366.1,11,18,20,20
1,KBR,TGG,426.1,11,18,20,20
1,KBR,TWU,1056.1,11,18,15,30
1,KBR,TWU,496.1,11,18,18,20
1,KBR,TWU,1076.1,11,18,18,20
1,KBR,TWU,1056.1,11,18,19,5
1,KBR,TWU,476.1,11,18,19,5
1,KBR,TWU,1056.1,11,18,19,40
1,KBR,TWU,476.1,11,18,19,40
1,KBR,TWU,1216.11,11,18,20,20
1,KBR,TWU,536.11,11,18,20,20
1,KBR,TWU,1116.11,11,18,20,20
1,KCH,AOR,726.1,11,18,9,10
1,KCH,AOR,726.1,11,18,9,10
1,KCH,AOR,786.1,11,18,12,0
1,KCH,AOR,816.11,11,18,12,0
1,KCH,AOR,1146.09,11,18,19,25
1,KCH,AOR,1256.1,11,18,19,25
0,KCH,BKI,144.3,11,18,9,55
0,KCH,BTU,194.0,11,18,7,0
0,KCH,BTU,264.0,11,18,11,10
0,KCH,JHB,354.3,11,18,9,50
0,KCH,JHB,404.3,11,18,14,50
0,KCH,KUL,554.3,11,18,9,10
0,KCH,KUL,644.3,11,18,12,0
0,KCH,KUL,1004.3,11,18,19,25
0,KCH,MYY,94.0,11,18,8,15
0,KCH,MYY,114.0,11,18,11,45
0,KCH,MYY,114.0,11,18,13,45
0,KCH,MYY,144.0,11,18,17,15
0,KCH,SBW,104.0,11,18,9,35
0,KCH,SBW,104.0,11,18,14,40
0,KCH,SBW,134.0,11,18,19,5
1,KCH,TGG,736.1,11,18,9,10
1,KCH,TGG,736.1,11,18,9,10
1,KCH,TGG,826.1,11,18,12,0
1,KCH,TGG,1206.1,11,18,19,25
1,KCH,TGG,1186.1,11,18,19,25
1,KCH,TWU,316.6,11,18,9,55
0,KUL,AOR,44.3,11,18,6,50
0,KUL,AOR,104.3,11,18,13,10
0,KUL,AOR,104.3,11,18,19,30
0,KUL,BKI,214.3,11,18,5,35
0,KUL,BKI,214.3,11,18,7,15
0,KUL,BKI,324.3,11,18,11,0
0,KUL,BKI,244.3,11,18,13,30
0,KUL,BKI,214.3,11,18,14,40
0,KUL,BKI,214.3,11,18,15,0
0,KUL,BKI,214.3,11,18,17,55
0,KUL,BKI,244.3,11,18,20,50
0,KUL,BTU,424.3,11,18,14,15
0,KUL,JHB,84.3,11,18,7,30
0,KUL,JHB,114.3,11,18,15,10
0,KUL,KBR,124.3,11,18,10,5
0,KUL,KBR,104.3,11,18,12,10
0,KUL,KBR,84.3,11,18,14,0
0,KUL,KBR,104.3,11,18,15,30
0,KUL,KBR,104.3,11,18,16,50
0,KUL,KBR,104.3,11,18,17,30
0,KUL,KBR,164.3,11,18,18,35
0,KUL,KCH,344.3,11,18,9,50
0,KUL,KCH,1004.3,11,18,11,25
0,KUL,KCH,404.3,11,18,17,15
0,KUL,LBU,184.3,11,18,16,35
0,KUL,LGK,434.3,11,18,8,0
0,KUL,LGK,574.3,11,18,9,0
0,KUL,LGK,574.3,11,18,9,30
0,KUL,LGK,574.3,11,18,14,50
0,KUL,LGK,164.3,11,18,16,0
0,KUL,LGK,274.3,11,18,20,40
0,KUL,MYY,1004.3,11,18,11,55
0,KUL,PEN,54.3,11,18,6,30
0,KUL,PEN,54.3,11,18,8,0
0,KUL,PEN,84.3,11,18,10,5
0,KUL,PEN,54.3,11,18,13,10
0,KUL,PEN,54.3,11,18,16,25
0,KUL,PEN,54.3,11,18,19,55
0,KUL,PEN,54.3,11,18,21,0
0,KUL,SDK,174.3,11,18,6,45
0,KUL,SDK,194.3,11,18,15,15
0,KUL,SBW,304.3,11,18,7,15
0,KUL,TGG,114.3,11,18,10,15
0,KUL,TGG,114.3,11,18,12,30
0,KUL,TGG,114.3,11,18,15,30
0,KUL,TWU,244.3,11,18,6,0
0,KUL,TWU,284.3,11,18,7,20
0,KUL,TWU,964.3,11,18,13,20
1,LBU,AOR,376.1,11,18,19,30
1,LBU,AOR,486.11,11,18,19,30
1,LBU,JHB,536.11,11,18,19,30
1,LBU,JHB,366.1,11,18,19,30
1,LBU,JHB,366.1,11,18,19,30
1,LBU,KBR,446.1,11,18,19,30
1,LBU,KBR,446.1,11,18,19,30
1,LBU,KBR,426.1,11,18,19,30
1,LBU,KBR,466.1,11,18,19,30
0,LBU,KUL,234.3,11,18,19,30
1,LBU,LGK,626.1,11,18,19,30
1,LBU,PEN,386.11,11,18,19,30
1,LBU,PEN,436.11,11,18,19,30
1,LBU,PEN,846.1,11,18,19,30
1,LBU,PEN,386.11,11,18,19,30
1,LBU,PEN,546.1,11,18,19,30
1,LBU,TGG,476.1,11,18,19,30
1,LBU,TGG,416.1,11,18,19,30
1,LBU,TGG,436.11,11,18,19,30
1,LGK,BKI,229.0,11,18,9,40
1,LGK,BKI,229.0,11,18,10,40
1,LGK,BKI,229.0,11,18,10,40
1,LGK,BKI,229.0,11,18,10,40
1,LGK,BKI,229.0,11,18,12,10
1,LGK,BKI,229.0,11,18,13,5
1,LGK,BKI,229.0,11,18,13,50
1,LGK,BKI,229.0,11,18,14,10
1,LGK,BTU,636.1,11,18,9,40
1,LGK,BTU,576.1,11,18,10,40
1,LGK,BTU,496.1,11,18,20,0
1,LGK,BTU,346.1,11,18,20,10
1,LGK,BTU,386.11,11,18,22,20
0,LGK,JHB,274.3,11,18,17,20
0,LGK,KBR,214.3,11,18,11,0
0,LGK,KUL,144.3,11,18,9,40
0,LGK,KUL,84.3,11,18,10,40
0,LGK,KUL,124.3,11,18,12,10
0,LGK,KUL,274.3,11,18,13,5
0,LGK,KUL,144.3,11,18,13,50
0,LGK,KUL,234.3,11,18,14,10
0,LGK,KUL,274.3,11,18,20,0
0,LGK,KUL,124.3,11,18,20,10
0,LGK,KUL,164.3,11,18,22,20
1,LGK,LBU,396.1,11,18,9,40
1,LGK,LBU,336.11,11,18,10,40
1,LGK,LBU,376.1,11,18,12,10
1,LGK,LBU,526.1,11,18,13,5
1,LGK,LBU,396.1,11,18,13,50
1,LGK,LBU,506.1,11,18,20,0
1,LGK,LBU,356.1,11,18,20,10
1,LGK,LBU,396.1,11,18,22,20
1,LGK,MYY,1546.1,11,18,20,0
1,LGK,MYY,1396.1,11,18,20,10
1,LGK,MYY,1436.1,11,18,22,20
0,LGK,PEN,104.3,11,18,10,0
0,LGK,PEN,274.3,11,18,17,45
1,LGK,SDK,406.1,11,18,9,40
1,LGK,SDK,346.1,11,18,10,40
1,LGK,SDK,386.1,11,18,12,10
1,LGK,SDK,456.11,11,18,14,10
1,LGK,SDK,496.1,11,18,20,0
1,LGK,SDK,346.1,11,18,20,10
1,LGK,SDK,406.1,11,18,22,20
1,LGK,SDK,386.11,11,18,22,20
1,LGK,SBW,446.09,11,18,12,10
1,LGK,SBW,596.09,11,18,13,5
1,LGK,SBW,466.09,11,18,13,50
1,LGK,SBW,556.1,11,18,14,10
1,LGK,SBW,596.09,11,18,20,0
1,LGK,SBW,446.09,11,18,20,10
1,LGK,SBW,486.1,11,18,22,20
1,LGK,TGG,326.1,11,18,9,40
1,LGK,TGG,326.1,11,18,9,40
1,LGK,TGG,266.1,11,18,10,40
1,LGK,TGG,306.1,11,18,12,10
1,LGK,TGG,456.1,11,18,20,0
1,LGK,TGG,306.1,11,18,20,10
1,LGK,TGG,406.1,11,18,22,20
1,LGK,TGG,366.1,11,18,22,20
1,LGK,TGG,346.1,11,18,22,20
1,LGK,TWU,1176.1,11,18,9,40
1,LGK,TWU,1116.11,11,18,10,40
1,LGK,TWU,1206.1,11,18,20,0
1,LGK,TWU,626.1,11,18,20,0
1,LGK,TWU,476.1,11,18,20,10
1,LGK,TWU,1056.1,11,18,20,10
1,LGK,TWU,1196.1,11,18,22,20
1,LGK,TWU,516.1,11,18,22,20
1,LGK,TWU,1096.1,11,18,22,20
1,MYY,AOR,179.0,11,18,14,40
1,MYY,AOR,179.0,11,18,14,40
0,MYY,BKI,204.31,11,18,19,20
1,MYY,KBR,596.1,11,18,14,40
1,MYY,KBR,179.0,11,18,14,40
1,MYY,KBR,556.1,11,18,14,40
0,MYY,KCH,144.0,11,18,9,45
0,MYY,KCH,114.0,11,18,13,15
0,MYY,KCH,114.0,11,18,15,15
0,MYY,KCH,114.0,11,18,18,45
0,MYY,KUL,364.3,11,18,14,40
1,MYY,LGK,706.1,11,18,14,40
1,MYY,PEN,169.0,11,18,14,40
1,MYY,PEN,169.0,11,18,14,40
1,MYY,PEN,976.1,11,18,14,40
1,MYY,PEN,676.1,11,18,14,40
1,MYY,TGG,546.1,11,18,14,40
0,PEN,BKI,384.3,11,18,20,35
1,PEN,BTU,546.1,11,18,7,55
1,PEN,BTU,546.1,11,18,9,25
1,PEN,BTU,546.1,11,18,11,30
1,PEN,BTU,306.11,11,18,21,25
1,PEN,BTU,306.11,11,18,22,25
0,PEN,JHB,184.3,11,18,8,35
0,PEN,JHB,224.3,11,18,14,0
0,PEN,JHB,264.3,11,18,17,10
0,PEN,KBR,114.3,11,18,18,15
0,PEN,KUL,54.3,11,18,7,55
0,PEN,KUL,54.3,11,18,9,25
0,PEN,KUL,54.3,11,18,11,30
0,PEN,KUL,54.3,11,18,14,40
0,PEN,KUL,84.3,11,18,17,55
0,PEN,KUL,54.3,11,18,21,25
0,PEN,KUL,54.3,11,18,22,25
1,PEN,LBU,219.0,11,18,7,55
1,PEN,LBU,219.0,11,18,9,25
1,PEN,LBU,219.0,11,18,11,30
1,PEN,LBU,219.0,11,18,14,40
1,PEN,LBU,219.0,11,18,17,55
1,PEN,LBU,219.0,11,18,21,25
1,PEN,LBU,219.0,11,18,22,25
1,PEN,LBU,219.0,11,18,22,25
0,PEN,LGK,194.3,11,18,11,5
0,PEN,LGK,194.3,11,18,19,0
1,PEN,MYY,169.0,11,18,7,55
1,PEN,MYY,1326.1,11,18,21,25
1,PEN,MYY,1326.1,11,18,22,25
1,PEN,SDK,219.0,11,18,7,55
1,PEN,SDK,219.0,11,18,9,25
1,PEN,SDK,219.0,11,18,11,30
1,PEN,SDK,239.0,11,18,14,40
1,PEN,SDK,239.0,11,18,17,55
1,PEN,SDK,239.0,11,18,21,25
1,PEN,SDK,239.0,11,18,21,25
1,PEN,SDK,239.0,11,18,22,25
1,PEN,SDK,239.0,11,18,22,25
1,PEN,SDK,316.1,11,18,22,25
1,PEN,TGG,236.11,11,18,7,55
1,PEN,TGG,236.11,11,18,7,55
1,PEN,TGG,236.11,11,18,9,25
1,PEN,TGG,236.11,11,18,9,25
1,PEN,TGG,236.11,11,18,11,30
1,PEN,TGG,266.1,11,18,17,55
1,PEN,TGG,236.11,11,18,21,25
1,PEN,TGG,256.11,11,18,22,25
1,PEN,TGG,236.11,11,18,22,25
1,PEN,TGG,296.1,11,18,22,25
1,PEN,TWU,1086.11,11,18,7,55
1,PEN,TWU,1086.11,11,18,9,25
1,PEN,TWU,436.11,11,18,17,55
1,PEN,TWU,1016.11,11,18,17,55
1,PEN,TWU,406.11,11,18,21,25
1,PEN,TWU,986.11,11,18,21,25
1,PEN,TWU,1086.11,11,18,21,25
1,PEN,TWU,986.11,11,18,22,25
1,PEN,TWU,1086.11,11,18,22,25
1,PEN,TWU,406.11,11,18,22,25
1,SDK,AOR,596.09,11,18,10,5
1,SDK,AOR,626.1,11,18,10,5
1,SDK,AOR,446.1,11,18,18,30
1,SDK,AOR,336.1,11,18,18,30
0,SDK,BKI,224.0,11,18,11,10
0,SDK,BKI,134.0,11,18,13,35
1,SDK,KBR,556.11,11,18,10,5
1,SDK,KBR,556.11,11,18,10,5
1,SDK,KBR,556.11,11,18,10,5
1,SDK,KBR,616.1,11,18,10,5
1,SDK,KBR,426.1,11,18,18,30
1,SDK,KBR,406.1,11,18,18,30
1,SDK,KBR,406.1,11,18,18,30
1,SDK,KBR,386.1,11,18,18,30
1,SDK,KCH,808.32,11,18,10,5
1,SDK,KCH,978.13,11,18,18,30
0,SDK,KUL,454.3,11,18,10,5
0,SDK,KUL,194.3,11,18,18,30
1,SDK,LGK,726.1,11,18,10,5
1,SDK,LGK,616.1,11,18,10,5
1,SDK,LGK,1026.1,11,18,10,5
1,SDK,LGK,586.1,11,18,18,30
1,SDK,MYY,470.98,11,18,11,10
1,SDK,MYY,380.98,11,18,13,35
1,SDK,PEN,576.1,11,18,10,5
1,SDK,PEN,576.1,11,18,10,5
1,SDK,PEN,576.1,11,18,10,5
1,SDK,PEN,766.09,11,18,10,5
1,SDK,PEN,346.1,11,18,18,30
1,SDK,PEN,806.1,11,18,18,30
1,SDK,PEN,396.1,11,18,18,30
1,SDK,PEN,346.1,11,18,18,30
1,SDK,PEN,506.1,11,18,18,30
1,SDK,TGG,636.1,11,18,10,5
1,SDK,TGG,376.1,11,18,18,30
1,SDK,TGG,396.1,11,18,18,30
1,SDK,TWU,461.0,11,18,11,10
1,SBW,AOR,426.1,11,18,9,35
1,SBW,AOR,426.1,11,18,9,35
0,SBW,JHB,274.3,11,18,18,45
1,SBW,KBR,426.1,11,18,9,35
1,SBW,KBR,486.1,11,18,9,35
1,SBW,KBR,426.1,11,18,9,35
1,SBW,KBR,426.1,11,18,9,35
1,SBW,KBR,406.1,11,18,9,35
0,SBW,KCH,134.0,11,18,10,40
0,SBW,KCH,134.0,11,18,15,50
0,SBW,KCH,134.0,11,18,20,15
0,SBW,KUL,254.29,11,18,9,35
1,SBW,LGK,596.09,11,18,9,35
1,SBW,LGK,896.09,11,18,9,35
1,SBW,LGK,486.1,11,18,9,35
1,SBW,TGG,436.1,11,18,9,35
1,TGG,AOR,286.11,11,18,11,35
1,TGG,AOR,386.11,11,18,13,55
1,TGG,AOR,356.1,11,18,13,55
1,TGG,AOR,306.11,11,18,16,55
1,TGG,AOR,276.1,11,18,16,55
1,TGG,BTU,606.1,11,18,11,35
1,TGG,JHB,163.0,11,18,11,35
1,TGG,JHB,306.0,11,18,13,55
1,TGG,JHB,306.0,11,18,13,55
1,TGG,JHB,195.99,11,18,16,55
1,TGG,JHB,195.99,11,18,16,55
1,TGG,KBR,286.11,11,18,11,35
1,TGG,KBR,346.1,11,18,11,35
1,TGG,KBR,286.11,11,18,11,35
1,TGG,KBR,286.11,11,18,11,35
1,TGG,KBR,446.1,11,18,13,55
1,TGG,KBR,386.11,11,18,13,55
1,TGG,KBR,386.11,11,18,13,55
1,TGG,KBR,346.1,11,18,16,55
1,TGG,KBR,366.1,11,18,16,55
1,TGG,KBR,326.1,11,18,16,55
1,TGG,KCH,586.1,11,18,11,35
1,TGG,KCH,686.1,11,18,13,55
1,TGG,KCH,976.1,11,18,16,55
0,TGG,KUL,114.3,11,18,11,35
0,TGG,KUL,214.3,11,18,13,55
0,TGG,KUL,134.3,11,18,16,55
1,TGG,LBU,366.1,11,18,11,35
1,TGG,LBU,466.1,11,18,13,55
1,TGG,LBU,446.1,11,18,13,55
1,TGG,LBU,366.1,11,18,16,55
1,TGG,LGK,456.1,11,18,11,35
1,TGG,LGK,346.1,11,18,11,35
1,TGG,LGK,756.1,11,18,11,35
1,TGG,LGK,556.1,11,18,13,55
1,TGG,LGK,476.1,11,18,16,55
1,TGG,PEN,236.11,11,18,11,35
1,TGG,PEN,236.11,11,18,11,35
1,TGG,PEN,236.11,11,18,11,35
1,TGG,PEN,336.11,11,18,13,55
1,TGG,PEN,336.11,11,18,13,55
1,TGG,PEN,526.1,11,18,13,55
1,TGG,PEN,256.11,11,18,16,55
1,TGG,PEN,256.11,11,18,16,55
1,TGG,PEN,446.1,11,18,16,55
1,TGG,PEN,746.1,11,18,16,55
1,TGG,SDK,376.1,11,18,11,35
1,TGG,SDK,436.11,11,18,13,55
1,TGG,SDK,356.11,11,18,16,55
1,TGG,SBW,536.1,11,18,13,55
1,TGG,SBW,456.1,11,18,16,55
1,TWU,AOR,416.1,11,18,9,25
1,TWU,AOR,456.11,11,18,10,40
1,TWU,AOR,426.1,11,18,10,40
1,TWU,AOR,466.09,11,18,16,40
1,TWU,AOR,576.1,11,18,16,40
0,TWU,BKI,174.0,11,18,8,40
0,TWU,BKI,174.0,11,18,10,50
0,TWU,BKI,214.0,11,18,14,0
0,TWU,BKI,214.0,11,18,16,35
1,TWU,KBR,239.0,11,18,9,25
1,TWU,KBR,239.0,11,18,9,25
1,TWU,KBR,239.0,11,18,9,25
1,TWU,KBR,416.1,11,18,9,25
1,TWU,KBR,239.0,11,18,9,25
1,TWU,KBR,239.0,11,18,10,40
1,TWU,KBR,456.11,11,18,10,40
1,TWU,KBR,239.0,11,18,10,40
1,TWU,KBR,239.0,11,18,10,40
1,TWU,KBR,556.1,11,18,16,40
0,TWU,KUL,244.3,11,18,9,25
0,TWU,KUL,284.3,11,18,10,40
0,TWU,KUL,324.3,11,18,16,40
1,TWU,LGK,476.1,11,18,9,25
1,TWU,LGK,586.1,11,18,9,25
1,TWU,LGK,886.1,11,18,9,25
1,TWU,LGK,626.1,11,18,10,40
1,TWU,LGK,516.1,11,18,10,40
1,TWU,MYY,420.98,11,18,10,50
1,TWU,MYY,460.98,11,18,14,0
1,TWU,PEN,229.0,11,18,9,25
1,TWU,PEN,229.0,11,18,9,25
1,TWU,PEN,229.0,11,18,9,25
1,TWU,PEN,229.0,11,18,10,40
1,TWU,PEN,229.0,11,18,10,40
1,TWU,PEN,229.0,11,18,10,40
1,TWU,PEN,229.0,11,18,16,40
1,TWU,PEN,476.1,11,18,16,40
1,TWU,PEN,636.1,11,18,16,40
1,TWU,PEN,936.1,11,18,16,40
1,TWU,SDK,371.0,11,18,8,40
1,AOR,BKI,416.1,11,19,8,30
1,AOR,BKI,416.1,11,19,8,30
1,AOR,BKI,496.1,11,19,8,30
1,AOR,BKI,416.1,11,19,8,30
1,AOR,BKI,416.1,11,19,8,30
1,AOR,BKI,446.1,11,19,14,40
1,AOR,BKI,446.1,11,19,14,40
1,AOR,BKI,416.1,11,19,14,40
1,AOR,BKI,386.11,11,19,21,5
1,AOR,BKI,416.1,11,19,21,5
1,AOR,BTU,346.1,11,19,8,30
1,AOR,BTU,326.11,11,19,21,5
0,AOR,JHB,224.3,11,19,20,45
1,AOR,KCH,816.11,11,19,8,30
1,AOR,KCH,946.1,11,19,8,30
1,AOR,KCH,546.1,11,19,14,40
1,AOR,KCH,846.1,11,19,14,40
1,AOR,KCH,976.1,11,19,14,40
1,AOR,KCH,516.1,11,19,21,5
1,AOR,KCH,576.1,11,19,21,5
0,AOR,KUL,104.3,11,19,8,30
0,AOR,KUL,134.3,11,19,14,40
0,AOR,KUL,104.3,11,19,21,5
1,AOR,LBU,356.11,11,19,8,30
1,AOR,MYY,1476.1,11,19,8,30
1,AOR,MYY,1176.1,11,19,21,5
1,AOR,SDK,366.1,11,19,8,30
1,AOR,SDK,366.1,11,19,8,30
1,AOR,SDK,376.1,11,19,14,40
1,AOR,SDK,376.1,11,19,14,40
1,AOR,SDK,406.11,11,19,21,5
1,AOR,SDK,346.1,11,19,21,5
1,AOR,SDK,346.1,11,19,21,5
1,AOR,SBW,1176.1,11,19,21,5
1,AOR,TGG,326.11,11,19,8,30
1,AOR,TGG,306.11,11,19,8,30
1,AOR,TGG,426.1,11,19,21,5
1,AOR,TGG,326.11,11,19,21,5
1,AOR,TGG,556.11,11,19,21,5
1,AOR,TWU,1036.11,11,19,8,30
1,AOR,TWU,586.11,11,19,14,40
1,AOR,TWU,646.1,11,19,14,40
1,AOR,TWU,556.11,11,19,21,5
1,AOR,TWU,616.1,11,19,21,5
1,AOR,TWU,1136.11,11,19,21,5
1,BKI,AOR,576.1,11,19,8,45
1,BKI,AOR,466.1,11,19,8,45
1,BKI,AOR,606.1,11,19,9,30
1,BKI,AOR,606.1,11,19,10,20
1,BKI,AOR,606.1,11,19,11,40
1,BKI,AOR,606.1,11,19,14,15
1,BKI,AOR,606.1,11,19,15,30
1,BKI,AOR,416.1,11,19,16,35
1,BKI,AOR,416.1,11,19,17,50
1,BKI,AOR,556.11,11,19,20,55
0,BKI,JHB,224.3,11,19,9,45
0,BKI,JHB,284.3,11,19,12,55
0,BKI,KCH,104.3,11,19,8,5
0,BKI,KUL,214.3,11,19,8,45
0,BKI,KUL,244.3,11,19,9,30
0,BKI,KUL,244.3,11,19,10,20
0,BKI,KUL,244.3,11,19,11,40
0,BKI,KUL,244.3,11,19,14,15
0,BKI,KUL,244.3,11,19,15,30
0,BKI,KUL,244.3,11,19,16,35
0,BKI,KUL,244.3,11,19,17,50
0,BKI,KUL,384.3,11,19,20,55
1,BKI,LGK,716.11,11,19,8,45
1,BKI,LGK,856.1,11,19,8,45
1,BKI,LGK,746.1,11,19,9,30
1,BKI,LGK,886.1,11,19,9,30
1,BKI,LGK,886.1,11,19,10,20
1,BKI,LGK,886.1,11,19,15,30
1,BKI,LGK,886.1,11,19,16,35
0,BKI,PEN,194.3,11,19,7,0
0,BKI,PEN,194.3,11,19,17,30
0,BKI,SDK,84.0,11,19,7,0
0,BKI,SDK,84.0,11,19,8,20
0,BKI,SDK,164.0,11,19,16,5
0,BKI,SDK,104.0,11,19,18,35
0,BKI,SBW,704.3,11,19,10,45
0,BKI,TWU,144.0,11,19,7,20
0,BKI,TWU,144.0,11,19,12,30
0,BKI,TWU,144.0,11,19,13,20
0,BKI,TWU,144.0,11,19,14,25
0,BKI,TWU,174.0,11,19,15,10
1,BTU,AOR,376.11,11,19,16,55
1,BTU,KBR,496.1,11,19,16,55
1,BTU,KBR,436.11,11,19,16,55
1,BTU,KBR,436.11,11,19,16,55
0,BTU,KCH,364.0,11,19,8,20
0,BTU,KCH,514.0,11,19,12,30
0,BTU,KCH,604.0,11,19,18,55
0,BTU,KUL,204.31,11,19,16,55
1,BTU,LGK,846.1,11,19,16,55
1,BTU,LGK,706.11,11,19,16,55
1,BTU,LGK,706.11,11,19,16,55
1,BTU,PEN,876.92,11,19,8,20
1,BTU,PEN,376.11,11,19,16,55
1,BTU,PEN,376.11,11,19,16,55
1,BTU,PEN,406.11,11,19,16,55
1,BTU,PEN,516.1,11,19,16,55
1,BTU,PEN,516.1,11,19,16,55
1,BTU,TGG,526.1,11,19,16,55
1,BTU,TGG,426.11,11,19,16,55
0,IPH,JHB,164.3,11,19,11,15
0,IPH,LGK,224.3,11,19,12,35
0,JHB,AOR,304.3,11,19,18,55
0,JHB,BKI,224.3,11,19,7,0
0,JHB,BKI,324.3,11,19,10,10
0,JHB,IPH,234.3,11,19,9,40
0,JHB,KCH,204.31,11,19,13,0
0,JHB,KUL,134.3,11,19,6,15
0,JHB,KUL,134.3,11,19,12,50
0,JHB,KUL,114.3,11,19,16,30
1,JHB,LBU,386.11,11,19,6,15
1,JHB,LBU,386.11,11,19,12,50
0,JHB,LGK,494.3,11,19,15,35
0,JHB,PEN,224.3,11,19,7,0
0,JHB,PEN,224.3,11,19,12,25
0,JHB,PEN,434.3,11,19,15,35
1,JHB,SDK,464.92,11,19,7,0
1,JHB,SDK,501.32,11,19,10,10
1,JHB,SDK,564.92,11,19,10,10
0,JHB,SBW,444.3,11,19,8,50
1,JHB,TGG,240.0,11,19,6,15
1,JHB,TGG,195.99,11,19,6,15
1,JHB,TGG,195.99,11,19,6,15
1,JHB,TGG,240.0,11,19,12,50
1,JHB,TGG,350.0,11,19,16,30
0,JHB,TWU,224.3,11,19,13,0
1,KBR,BTU,416.1,11,19,8,45
1,KBR,BTU,396.1,11,19,9,50
1,KBR,BTU,396.1,11,19,11,35
1,KBR,BTU,326.11,11,19,19,15
1,KBR,BTU,326.11,11,19,20,20
0,KBR,KUL,144.3,11,19,8,45
0,KBR,KUL,124.3,11,19,9,50
0,KBR,KUL,124.3,11,19,11,35
0,KBR,KUL,124.3,11,19,13,40
0,KBR,KUL,104.3,11,19,18,20
0,KBR,KUL,104.3,11,19,19,15
0,KBR,KUL,104.3,11,19,20,20
1,KBR,LBU,396.1,11,19,8,45
1,KBR,LBU,376.1,11,19,9,50
1,KBR,LBU,376.1,11,19,11,35
1,KBR,LBU,376.1,11,19,13,40
1,KBR,MYY,1516.1,11,19,8,45
1,KBR,MYY,1496.1,11,19,9,50
1,KBR,MYY,1176.1,11,19,19,15
1,KBR,MYY,1176.1,11,19,20,20
1,KBR,SDK,406.1,11,19,8,45
1,KBR,SDK,406.1,11,19,8,45
1,KBR,SDK,386.1,11,19,9,50
1,KBR,SDK,386.1,11,19,9,50
1,KBR,SDK,386.1,11,19,11,35
1,KBR,SDK,259.0,11,19,18,20
1,KBR,SDK,259.0,11,19,19,15
1,KBR,SDK,259.0,11,19,19,15
1,KBR,SDK,259.0,11,19,20,20
1,KBR,SDK,259.0,11,19,20,20
1,KBR,SBW,1176.1,11,19,18,20
1,KBR,SBW,1176.1,11,19,19,15
1,KBR,SBW,1176.1,11,19,20,20
1,KBR,TGG,346.1,11,19,8,45
1,KBR,TGG,366.1,11,19,8,45
1,KBR,TGG,326.1,11,19,9,50
1,KBR,TGG,346.1,11,19,9,50
1,KBR,TGG,326.1,11,19,11,35
1,KBR,TGG,346.1,11,19,11,35
1,KBR,TGG,426.1,11,19,18,20
1,KBR,TGG,426.1,11,19,19,15
1,KBR,TGG,426.1,11,19,20,20
1,KBR,TGG,326.11,11,19,20,20
1,KBR,TWU,1076.1,11,19,8,45
1,KBR,TWU,1056.1,11,19,9,50
1,KBR,TWU,576.1,11,19,13,40
1,KBR,TWU,556.11,11,19,18,20
1,KBR,TWU,616.1,11,19,18,20
1,KBR,TWU,556.11,11,19,19,15
1,KBR,TWU,616.1,11,19,19,15
1,KBR,TWU,556.11,11,19,20,20
1,KBR,TWU,616.1,11,19,20,20
1,KBR,TWU,1136.11,11,19,20,20
1,KCH,AOR,1136.1,11,19,8,20
1,KCH,AOR,1026.1,11,19,8,20
1,KCH,AOR,1176.1,11,19,17,0
0,KCH,BKI,84.3,11,19,9,55
0,KCH,BTU,224.0,11,19,7,0
0,KCH,BTU,304.0,11,19,11,10
0,KCH,BTU,304.0,11,19,17,35
0,KCH,JHB,354.3,11,19,14,50
0,KCH,KUL,774.3,11,19,8,20
0,KCH,KUL,1004.3,11,19,17,0
0,KCH,MYY,94.0,11,19,8,15
0,KCH,MYY,114.0,11,19,11,45
0,KCH,MYY,114.0,11,19,13,45
0,KCH,MYY,144.0,11,19,20,10
0,KCH,PEN,424.3,11,19,12,45
0,KCH,SBW,134.0,11,19,9,35
0,KCH,SBW,164.0,11,19,14,40
0,KCH,SBW,164.0,11,19,16,55
0,KCH,SBW,164.0,11,19,19,5
1,KCH,TGG,996.1,11,19,8,20
1,KCH,TGG,976.1,11,19,8,20
1,KCH,TGG,1226.1,11,19,17,0
1,KCH,TGG,1326.09,11,19,17,0
1,KCH,TWU,227.54,11,19,9,55
1,KCH,TWU,227.54,11,19,9,55
1,KCH,TWU,272.6,11,19,9,55
0,KUL,AOR,104.3,11,19,6,50
0,KUL,AOR,184.3,11,19,13,10
0,KUL,AOR,294.3,11,19,19,30
0,KUL,BKI,244.3,11,19,5,35
0,KUL,BKI,244.3,11,19,7,15
0,KUL,BKI,324.3,11,19,11,20
0,KUL,BKI,244.3,11,19,12,25
0,KUL,BKI,244.3,11,19,13,30
0,KUL,BKI,244.3,11,19,14,40
0,KUL,BKI,244.3,11,19,17,55
0,KUL,BKI,244.3,11,19,18,40
0,KUL,BKI,214.3,11,19,20,50
0,KUL,BTU,204.31,11,19,14,15
0,KUL,JHB,94.3,11,19,7,30
0,KUL,JHB,94.3,11,19,8,20
0,KUL,JHB,234.3,11,19,15,10
0,KUL,KBR,164.3,11,19,7,20
0,KUL,KBR,144.3,11,19,8,20
0,KUL,KBR,124.3,11,19,10,5
0,KUL,KBR,124.3,11,19,12,10
